name,descript,eval_link,topic,countries,evaluation_textbased,evaluation_tag,website
DIE FLECKENBÜHLER e.V.,"Hauptanliegen des Vereins DIE FLECKENBÜHLER e.V. ist es, für Menschen mit Suchtproblemen, die drogenfrei und selbstbestimmt leben wollen, Bedingungen zu schaffen, die es ihnen ermöglichen, …",https://www.dzi.de/organisation/die-fleckenbuehler-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Straffälligenhilfe', 'Suchthilfe']",['Deutschland'],"Dem Verein DIE FLECKENBÜHLER e.V., Marburg, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.die-fleckenbuehler.de
"Die Heilsarmee in Deutschland, Körperschaft des öffentlichen Rechts",Die Heilsarmee in Deutschland ist eine evangelische Freikirche und der nationale Zweig der 1865 gegründeten weltweiten Heilsarmee. Die Körperschaft handelt nach eigenen Angaben auf der …,https://www.dzi.de/organisation/die-heilsarmee-in-deutschland-koerperschaft-des-oeffentlichen-rechts/,"['Altenhilfe', 'Familienfürsorge', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Religion', 'Suchthilfe']",['weltweit'],Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.heilsarmee.de
Difäm Weltweit,"Difäm Weltweit, ein Arbeitsbereich des Difäm e.V., setzt sich in Zusammenarbeit mit Partnern weltweit für Gesundheit ein. Der Arbeitsbereich ist beratend tätig und unterstützt Projekte …",https://www.dzi.de/organisation/difaem-weltweit/,"['Aids', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Menschenrechte']","['Angola', 'Äthiopien', 'Burkina Faso', 'Burundi', 'Demokratische Republik Kongo', 'Ghana', 'Guinea', 'Indien', 'Kamerun', 'Kenia', 'Liberia', 'Malawi', 'Nigeria', 'Ruanda', 'Sierra Leone', 'Simbabwe', 'Südafrika', 'Südsudan', 'Tansania', 'Togo', 'Tschad', 'Uganda', 'Zentralafrikanische Republik']","Difäm Weltweit, Tübingen, wurde das DZI Spenden-Siegel zuerkannt. Die Organisation ist förderungswürdig.",,http://www.difaem.de
Direkte Hilfe für Kinder in Not e.V.,"Der Verein unterstützt mehrfach behinderte junge Menschen, die im Kinderheim „Casa St. Maria“ in Carani, Bezirk Timisoara, Rumänien, leben. Darüber hinaus fördert er ein Projekt …",https://www.dzi.de/organisation/direkte-hilfe-fuer-kinder-in-not-e-v/,"['Behindertenhilfe', 'Bildung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Rumänien'],"Direkte Hilfe für Kinder in Not e.V., Oberursel, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.kinderhilfswerk-oberursel.de
DKMS gemeinnützige GmbH,Das Hauptanliegen der DKMS gemeinnützige GmbH ist die Gewinnung von Stammzellenspendern für Leukämiepatienten und der Ausbau der Deutschen Knochenmarkspenderdatei. Darüber hinaus werden von der DKMS …,https://www.dzi.de/organisation/dkms-gemeinnuetzige-gmbh/,"['Forschung', 'Gesundheitshilfe']","['Deutschland', 'weltweit']",Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.dkms.de
Don Bosco Mission Bonn,Don Bosco Mission Bonn ist eine Einrichtung der Deutschen Provinz der Salesianer Don Boscos und vertritt die internationalen Anliegen des Ordens in Deutschland. Sie fördert …,https://www.dzi.de/organisation/don-bosco-mission-bonn/,"['Behindertenhilfe', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Kinderpatenschaft', 'Menschenrechte', 'Religion', 'Straffälligenhilfe', 'Ukraine-Nothilfe']","['Ägypten', 'Albanien', 'Angola', 'Argentinien', 'Äthiopien', 'Bangladesch', 'Belarus', 'Bolivien', 'Bosnien und Herzegowina', 'Brasilien', 'Bulgarien', 'Chile', 'China', 'Côte d’Ivoire', 'Demokratische Republik Kongo', 'Deutschland', 'Dominikanische Republik', 'Ecuador', 'Georgien', 'Ghana', 'Haiti', 'Indien', 'Italien', 'Kambodscha', 'Kamerun', 'Kenia', 'Kolumbien', 'Kosovo', 'Kuba', 'Kuwait', 'Laos', 'Libanon', 'Madagaskar', 'Malawi', 'Mali', 'Mauritius', 'Mongolei', 'Myanmar', 'Österreich', 'Pakistan', 'Palästinensische Gebiete', 'Papua-Neuguinea', 'Paraguay', 'Peru', 'Philippinen', 'Polen', 'Republik Moldau', 'Ruanda', 'Rumänien', 'Russische Föderation', 'Salomonen', 'Sambia', 'Sierra Leone', 'Sri Lanka', 'Südafrika', 'Südsudan', 'Syrien', 'Tansania', 'Türkei', 'Ukraine', 'Venezuela', 'Vietnam', 'Zentralafrikanische Republik']","Der Don Bosco Mission, Bonn, wurde das DZI Spenden-Siegel zuerkannt. Die Organisation ist förderungswürdig.",,http://www.donboscomission.de
Don Bosco Mondo e.V. Jugend.Hilfe.Weltweit,Der Verein wurde im Jahr 1980 unter dem Namen „Jugend Dritte Welt - Freunde und Förderer der Missionsprokur der Salesianer Don Boscos in Bonn e.V.“ …,https://www.dzi.de/organisation/don-bosco-mondo-e-v-jugend-hilfe-weltweit/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Menschenrechte', 'Ukraine-Nothilfe']","['Albanien', 'Angola', 'Argentinien', 'Äthiopien', 'Bolivien', 'Bosnien und Herzegowina', 'Demokratische Republik Kongo', 'Deutschland', 'Dominikanische Republik', 'Ecuador', 'El Salvador', 'Ghana', 'Guatemala', 'Guinea', 'Haiti', 'Honduras', 'Indien', 'Indonesien', 'Kenia', 'Kolumbien', 'Liberia', 'Madagaskar', 'Malawi', 'Mexiko', 'Myanmar', 'Namibia', 'Nepal', 'Nigeria', 'Pakistan', 'Panama', 'Papua-Neuguinea', 'Paraguay', 'Peru', 'Philippinen', 'Polen', 'Ruanda', 'Sambia', 'Sierra Leone', 'Simbabwe', 'Slowakei', 'Südafrika', 'Südsudan', 'Tansania', 'Tschad', 'Uganda', 'Ukraine', 'Vietnam']","Don Bosco Mondo e.V. Jugend.Hilfe.Weltweit, Bonn, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.don-bosco-mondo.de
DRF Stiftung Luftrettung gemeinnützige AG,"Die DRF Stiftung Luftrettung gemeinnützige AG (DRF gAG) hat an verschiedenen Orten Deutschlands, Österreichs und Dänemarks speziell ausgerüstete Hubschrauber für Notfalleinsätze sowie den Transport von …",https://www.dzi.de/organisation/drf-stiftung-luftrettung-gemeinnuetzige-ag/,"['Gesundheitshilfe', 'Kampagnen-', 'Bildungs- und Aufklärungsarbeit', 'Rettungswesen']",['Deutschland'],Die DRF gAG finanziert ihre Arbeit in erster Linie aus Umsatzerlösen. Das Auskunftsverhalten gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.drf-luftrettung.de
Dunkelziffer e.V. Hilfe für sexuell missbrauchte Kinder,"Dunkelziffer e.V. engagiert sich gegen sexuellen Missbrauch von Kindern und gegen Kinderpornographie. Der Verein bietet beispielsweise Erstberatung, Soforthilfe, Therapien sowie stabilisierende Begleitung für Betroffene an …",https://www.dzi.de/organisation/dunkelziffer-e-v-hilfe-fuer-sexuell-missbrauchte-kinder/,"['Bildungs- und Kampagnenarbeit', 'Einzelfallhilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],Das Auskunftsverhalten des Vereins gegenüber dem DZI ist offen. Bei der Durchsicht der vorliegenden Materialien haben sich für das DZI bisher keine kritischen Anhaltspunkte ergeben.,DZI-Einschätzung: neutral,http://www.dunkelziffer.de
EinDollarBrille e.V.,"Ziel der Arbeit des Vereins ist die Grundversorgung fehlsichtiger Menschen in Entwicklungsländern mit günstigen, individuell anpassbaren Brillen. Die Organisation finanziert die Ausbildung von Menschen vor …",https://www.dzi.de/organisation/eindollarbrille-e-v/,"['Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit']","['Bolivien', 'Brasilien', 'Burkina Faso', 'Indien', 'Kenia', 'Malawi', 'Myanmar', 'Peru']","Der EinDollarBrille e.V. finanziert seine Arbeit in erster Linie aus Geldspenden. In diesem Zusammenhang ist anzumerken, dass der Jahresabschluss trotz des beträchtlichen Einnahmevolumens nicht – wie bei vielen Organisationen ähnlicher Größe – von einem Wirtschaftsprüfer oder vereidigten Buchprüfer geprüft wurde.",DZI-Einschätzung: neutral,http://www.eindollarbrille.de
EIRENE Internationaler Christlicher Friedensdienst e.V.,"EIRENE (griechisch für Frieden) entsendet Freiwillige in Projekte nach Afrika, Lateinamerika, West- und Osteuropa sowie in die USA und Kanada. Im Durchschnitt sind rund 30 …",https://www.dzi.de/organisation/eirene-internationaler-christlicher-friedensdienst-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Menschenrechte', 'Völkerverständigung']","['Belgien', 'Bolivien', 'Burkina Faso', 'Burundi', 'Costa Rica', 'Demokratische Republik Kongo', 'Deutschland', 'Frankreich', 'Kanada', 'Mali', 'Marokko', 'Niger', 'Nordirland', 'Rumänien', 'Uganda', 'USA']","EIRENE Internationaler Christlicher Friedensdienst e.V., Neuwied, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.eirene.org
"Elternverein für leukämie- und krebskranke Kinder, Gießen e.V.","Der Verein betreut Kinder und Jugendliche, die an Leukämie oder Krebs erkrankt sind, sowie deren Eltern. Dazu fördert er die Station Peiper der Universitätskinderklinik Gießen …",https://www.dzi.de/organisation/elternverein-fuer-leukaemie-und-krebskranke-kinder-giessen-e-v/,"['Einzelfallhilfe', 'Familienfürsorge', 'Forschung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Deutschland'],"Dem Elternverein für leukämie- und krebskranke Kinder, Gießen e.V., Gießen, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.krebskrankekinder-giessen.de
Entstrickung Verein zur Prävention sexuellen Mißbrauchs von Kindern und Jugendlichen e.V.,"Entstrickung Verein zur Prävention sexuellen Mißbrauchs von Kindern und Jugendlichen e.V. fördert insbesondere Projekte, die pädagogische Konzepte zum Schutz vor sexuellem Missbrauch von Kindern und …",https://www.dzi.de/organisation/entstrickung-verein-zur-praevention-sexuellen-missbrauchs-von-kindern-und-jugendlichen-e-v/,"['Kampagnen-', 'Bildungs- und Aufklärungsarbeit', 'Kinder- und Jugendhilfe']",['Deutschland'],"Der Verein ist nach eigenen Angaben nicht als gemeinnützigen Zwecken dienend anerkannt, das heißt Spenden oder Mitgliedsbeiträge an ihn sind nicht steuerlich abzugsfähig und der Verein unterliegt nicht der gemeinnützigkeitsrechtlichen Prüfung des zuständigen Finanzamts. Grundsätzlich dokumentiert das DZI nur als steuerbegünstigt anerkannte Spendenorganisationen. In wenigen Ausnahmefällen erarbeitet es auch Auskünfte über nicht gemeinnützige Organisationen, wenn diese Spenden sammelnd in Erscheinung treten und das DZI Anfragen zu ihnen erhält. Beides ist bei Entstrickung Verein zur Prävention sexuellen Mißbrauchs von Kindern und Jugendlichen e.V. der Fall.Der Verein hat dem DZI Finanzdaten für das Geschäftsjahr 2015 übermittelt.  Der Anteil der Werbe- und Verwaltungsausgaben an den Gesamtausgaben ist gemäß dieser Finanzdokumentation nach DZI-Maßstab unvertretbar hoch („unvertretbar hoch“ = über 30%). Laut Pressemitteilung vom 31.05.2012 hat die Aufsichts- und Dienstleistungsdirektion (ADD) in Trier, die in Rheinland-Pfalz zuständige Behörde für die Überwachung des Sammlungsgesetzes, dem Verein Spendensammlungen und öffentliche Aufrufe zu Geldspenden in Rheinland-Pfalz untersagt. Dieses Sammlungsverbot ist nach Kenntnisstand des DZI in Rheinland-Pfalz unverändert gültig.  Das Auskunftsverhalten der Organisation gegenüber dem DZI ist offen. Im Hinblick auf die vorgenannten Hinweise zu den unvertretbar hohen Werbe- und Verwaltungsausgaben sowie dem in Rheinland-Pfalz erlassenen Sammlungsverbot kann das DZI eine Förderung der Organisation jedoch nicht empfehlen.",DZI-Einschätzung: nicht förderungswürdig,http://www.entstrickung.de
Eritrea-Hilfswerk in Deutschland (EHD) e.V.,"Das Eritrea-Hilfswerk leistet seit 1976 Hilfe zur Selbsthilfe für bedürftige Menschen in Eritrea. Die Fördermaßnahmen umfassen die Bereiche Landwirtschaft, Gesundheit, Bildung und Soziales. Konkret unterstützt …",https://www.dzi.de/organisation/eritrea-hilfswerk-in-deutschland-ehd-e-v/,"['Behindertenhilfe', 'Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Frauenförderung', 'Gesundheitshilfe', 'Völkerverständigung']","['Deutschland', 'Eritrea']","Dem Eritrea-Hilfswerk in Deutschland (EHD) e.V., Plochingen, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.eritrea-hilfswerk.de
"Esel-Initiative, Gemeinnütziger Verein zur Förderung allein erziehender Frauen in entlegenen Weltregionen e.V.",,https://www.dzi.de/organisation/esel-initiative-gemeinnuetziger-verein-zur-foerderung-allein-erziehender-frauen-in-entlegenen-weltregionen-e-v/,[],[],Die außerordentliche Mitgliederversammlung des Vereins hat am 16.07.2022 die Auflösung der Esel-Initiative zum Ende des Jahres 2022 beschlossen. Der Verein wurde am 17.01.2023 im Vereinsregister des Amtsgerichts Bonn als aufgelöst eingetragen.,DZI-Einschätzung: neutral,http://www.esel-initiative.de
EuroNatur – Stiftung Europäisches Naturerbe,"Die Fördermaßnahmen der Stiftung sind vielfältig und umfassen Natur- und Artenschutzprojekte (wie zum Beispiel „Grünes Band Europa“ „Braunbären in Europa“, „Zugvogelschutz“, „Wölfe in Europa“), den …",https://www.dzi.de/organisation/euronatur-stiftung-europaeisches-naturerbe/,"['Bildungs- und Kampagnenarbeit', 'Tierschutz', 'Umwelt- und Naturschutz']","['Albanien', 'Bosnien und Herzegowina', 'Bulgarien', 'Deutschland', 'Griechenland', 'Kosovo', 'Kroatien', 'Mauretanien', 'Montenegro', 'Nordmazedonien', 'Österreich', 'Polen', 'Rumänien', 'Serbien', 'Slowakei', 'Spanien', 'Ungarn']","EuroNatur - Stiftung Europäisches Naturerbe, Radolfzell am Bodensee, wurde das Spenden-Siegel zuerkannt. Die Stiftung ist förderungswürdig.",,http://www.euronatur.org
Europäische Kinderhilfe e.V.,,https://www.dzi.de/organisation/europaeische-kinderhilfe-e-v/,[],[],"Die DZI Spendenberatung hat sich mehrfach bemüht, zuletzt im Oktober 2013, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.Eine umfassende Einschätzung der Organisation ist dem DZI damit nicht möglich. Es kann unter anderem nicht beurteilen, ob die von der Organisation veröffentlichten Werbe- und Informationsmaterialien klar, wahr, sachlich und offen gestaltet sind und die Werbe- und Verwaltungsausgaben im vertretbaren Rahmen liegen.Zwar besteht für Spenden sammelnde Organisationen keine Verpflichtung, dem DZI Auskunft zu erteilen. Das DZI bedauert jedoch, dass eine Organisation, die in der Öffentlichkeit um Unterstützung wirbt, nicht die Informationen zur Verfügung stellt, die der Spendenberatung eine Einschätzung ihrer Vertrauenswürdigkeit erlauben würden.In Ihrer Mitteilung vom 29.06.2017 informiert die Aufsichts- und Dienstleistungsdirektion (ADD) in Trier, die in Rheinland-Pfalz zuständige Behörde für die Überwachung des Sammlungsgesetzes, dass der Verein Europäische Kinderhilfe e.V. aufgrund einer sammlungsrechtlichen Überprüfung der ADD schriftlich bestätigt hat, ab sofort jegliche Spendensammlungen in Rheinland-Pfalz zu unterlassen.",DZI-Einschätzung nicht möglich,http://www.europaeische-kinderhilfe.de
Familienschutzwerk e.V.,,https://www.dzi.de/organisation/familienschutzwerk-e-v/,[],[],"Die DZI Spenderberatung hat sich mehrfach bemüht, zuletzt im Juni 2020, von den Verantwortlichen der Organisation im Sinne der Transparenz gegenüber dem Spender konkrete aussagekräftige Informationen über ihre Arbeit zu erhalten. Dem Auskunftsersuchen hat die Organisation aber nicht entsprochen. Auch ihrer Internetseite waren die erbetenen Informationen nicht vollständig zu entnehmen.",DZI-Einschätzung nicht möglich,http://www.familienschutzwerk.de
Fidesco e.V.,"Fidesco e.V. ist der deutsche Zweig der Missions- und Entwicklungshilfeorganisation Fidesco International, die 1981 von der katholischen Gemeinschaft Emmanuel gegründet wurde. Sie leistet in erster …",https://www.dzi.de/organisation/fidesco-e-v/,"['Bildung', 'Bildungs- und Kampagnenarbeit', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe', 'Religion', 'Straffälligenhilfe']","['Brasilien', 'Demokratische Republik Kongo', 'Deutschland', 'Haiti', 'Kamerun', 'Madagaskar', 'Ruanda', 'Timor-Leste', 'Ukraine']","Fidesco e.V., Altötting, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.fidesco.de
First Aid Foundation e.V.,,https://www.dzi.de/organisation/first-aid-foundation-e-v/,[],[],Laut Vereinsregistereintrag des Amtsgerichts Charlottenburg vom 13.06.2017 ist der Verein durch rechtskräftige Abweisung eines Antrags auf Eröffnung des Insolvenzverfahrens durch Beschluss des Amtsgerichts vom 03.03.2017 aufgelöst.,DZI-Einschätzung: neutral,http://www.firstaidfoundation.org
Flughafenverein München e.V.,"Der Flughafenverein München e.V. unterstützt auf vielfältige Weise Menschen in Not. Meist handelt es sich um individuelle Hilfen, etwa bei Schicksalsschlägen. Der Schwerpunkt der Aktivitäten …",https://www.dzi.de/organisation/flughafenverein-muenchen-e-v/,"['Altenhilfe', 'Behindertenhilfe', 'Bildung', 'Einzelfallhilfe', 'Flüchtlingsfürsorge', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe', 'Rettungswesen', 'Ukraine-Nothilfe']",['Deutschland'],"Dem Flughafenverein München e.V., Freising, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.flughafenverein.de
ForAfrika Deutschland e.V.,"ForAfrika Deutschland e.V. ist eine christlich-humanitäre Hilfs- und Entwicklungsorganisation, die das Ziel verfolgt, Afrika auf seinem Weg zu einem wirtschaftlich gesunden und eigenständigen Kontinent zu …",https://www.dzi.de/organisation/forafrika-deutschland-e-v/,"['Bildung', 'Entwicklungszusammenarbeit', 'Flüchtlingsfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Katastrophenhilfe', 'Kinder- und Jugendhilfe']","['Angola', 'Mosambik', 'Ruanda', 'Sierra Leone', 'Südafrika', 'Südsudan', 'Uganda']","ForAfrika Deutschland e.V., Stuttgart, wurde das DZI Spenden-Siegel zuerkannt. Die Organisation ist förderungswürdig.",,http://www.forafrika.de
Förderkreis Brasilien Hilfe zur Selbsthilfe e.V.,"Der FKB ist in Brasilien tätig und unterstützt dort insbesondere die Berufsausbildung junger Menschen, den (Aus-)Bau von kirchlichen und sozialen Gemeinschaftszentren, bedürftige Kinder und Erwachsene …",https://www.dzi.de/organisation/foerderkreis-brasilien-hilfe-zur-selbsthilfe-e-v/,"['Behindertenhilfe', 'Bildung', 'Familienfürsorge', 'Frauenförderung', 'Gesundheitshilfe', 'Kinder- und Jugendhilfe']",['Brasilien'],"Dem Förderkreis Brasilien Hilfe zur Selbsthilfe e.V., Fulda, wurde das DZI Spenden-Siegel zuerkannt. Der Verein ist förderungswürdig.",,http://www.foerderkreis-brasilien.de
